id;platform;category;caption;hashtag;url;text_for_tfidf;like;views;comments;engagement_rate;is_popular;shares;saves
161;Tiktok;Belajar IT;I practice English vocabulary from things around me. Learning step by step  รู้แค่ 3,000 คำนี้ สื่อสารได้ 95% ทันที! Oxford วิจัยมาแล้ว หนังสือ 3,000 คำ จำง่าย ไม่ต้องท่อง #เรียนอังกฤษ #หนังสือภาษาอังกฤษ #ฝึกอ่านภาษาอังกฤษ #ฝึกพูดอังกฤษ #ศัพท์อังกฤษ;เรียนอังกฤษ,หนังสือภาษาอังกฤษ,ฝึกอ่านภาษาอังกฤษ,ฝึกพูดอังกฤษ,ศัพท์อังกฤษ;https://www.tiktok.com/@tinotino372/video/7590002979009203457;practice lish vocabulary from thing around learning step step ford;593;16400;2;3.84;0;7;28
162;Tiktok;Belajar IT;تعليم اللغة الانجليزية learn english #تعلم #تعليم_اللغة_الانجليزية #الانجليزية #english #learnontiktok @تعلم الإنجليزية @2bro_1solution @teaching languages;تعلم,تعليم_اللغة_الانجليزية,الانجليزية,english,learnontiktok;https://www.tiktok.com/@learn.inglish35/video/7554385581707578642;learn lish lish learn tik tok solution teaching language lish learn tik tok;74;5091;2;2.16;0;7;27
163;Tiktok;Belajar IT;"“1 Menit Paham Candle Penting — Gak Pakai Ribet” 

#Candlestick #BelajarTrading #TradingPemula #TeknikalAnalisis";candlestick,belajartrading,tradingpemula,teknikalanalisis;https://www.tiktok.com/@by.eincet/video/7553903786264186168;menit paham candle pakai ribe candlestick ajar trading trading emu teknik alan alis candlestick ajar trading trading emu teknik alan alis;290800;4200000;1431;10.53;0;14400;135472
164;Tiktok;Belajar IT;生活英语：如何回答Do you mind 这类问题Learn English Học tiếng Anh เรียนภาษาอังกฤษ Belajar bahasa Inggeris ຮຽນພາສາອັງກິດ #learnenglish #learnontiktok #belajarbahasainggris #tôiđanghọctiếngAnh #belajar #学英语 #零基础英语 #英语口语 #انجليزي #英語を習う #영어를배우다 #англии #TEFL #ESL #英文教學 #англии;learnenglish,learnontiktok,belajarbahasainggris,tôiđanghọctiếnganh,belajar,学英语,零基础英语,英语口语,انجليزي,英語を習う,영어를배우다,англии,tefl,esl,英文教學,англии;https://www.tiktok.com/@liu3529/video/7443618511496154399;you mind learn lish ajar bahasa ing ger learn lish learn tik tok ajar bahasa inggris juragan ajar learn lish learn tik tok ajar bahasa inggris juragan ajar;89300;1900000;206;5.6;0;1957;14855
165;Tiktok;Belajar IT;Easy banget buat dipraktekkin  #fyp #foryoupage #speakenglish #kampunginggris #englishteacher #english #belajarbahasainggris #bahasainggris #vocabulary #winter #viral #belajarbareng;fyp,foryoupage,speakenglish,kampunginggris,englishteacher,english,belajarbahasainggris,bahasainggris,vocabulary,winter,viral,belajarbareng;https://www.tiktok.com/@kampunginggrism/video/7183983900727741723;easy banget dip rak kin for youp age speak lish kampung inggris lish teacher lish ajar bahasa inggris bahasa inggris vocabulary winter viral ajar bareng for youp age speak lish kampung inggris lish teacher lish ajar bahasa inggris bahasa inggris vocabulary winter viral ajar bareng;30500;332700;206;11.83;1;727;7915
166;Tiktok;Belajar IT;"Worth it gasih ke kampung inggris?
-
#kampunginggris #kampunginggrispare #kediri #belajarbahasainggris #tipsielts #bahasaasing";kampunginggris,kampunginggrispare,kediri,belajarbahasainggris,tipsielts,bahasaasing;https://www.tiktok.com/@ilhammedi/video/7519304519428082962;worth semangat kampung inggris kampung inggris kampung inggris pare kedi ajar bahasa inggris tips bahasa asing kampung inggris kampung inggris pare kedi ajar bahasa inggris tips bahasa asing;42300;411300;548;12.72;1;1563;7894
167;Tiktok;Belajar IT;#fyp #learnenglish #spokenenglish #spokenenglish #viral;fyp,learnenglish,spokenenglish,spokenenglish,viral;https://www.tiktok.com/@coloraifilms/video/7571855473377348878;learn lish spoken lish spoken lish viral learn lish spoken lish spoken lish viral;1566;32600;13;7.17;0;367;392
168;Tiktok;Belajar IT;Worried about IELTS? Here’s the solution!  #learning #englishteacher #trending #viral #learnontiktok;learning,englishteacher,trending,viral,learnontiktok;https://www.tiktok.com/@successacademysl/video/7558186559019814145;worried about here the solution learning lish teacher trendi viral learn tik tok learning lish teacher trendi viral learn tik tok;5536;204800;291;6.29;0;2927;4135
169;Tiktok;Belajar IT;tips buat naik jabatan dan naik gaji#fypシklo;fypシklo;https://www.tiktok.com/@hartonoo23/video/7241549739605478661;tips jabat gaji;1103;48500;50;3.72;0;378;272
170;Tiktok;Belajar IT;"haduh✨️
#faktaunik#sekolah#belajar#pintar#️stroVibes✨️";faktaunik,sekolah,belajar,pintar,️strovibes✨️;https://www.tiktok.com/@bocahdubbing_/video/7557894287069809941;had fakta unik sekolah ajar pintar bes fakta unik sekolah ajar pintar bes;39800;513900;945;11.13;0;11200;5254
171;Tiktok;Belajar IT;"Are you nuts? 

#belajarbahasainggris #bahasainggris #bahasainggrismudah #bahasainggrispemula
#englishmedia";belajarbahasainggris,bahasainggris,bahasainggrismudah,bahasainggrispemula,englishmedia;https://www.tiktok.com/@englishmedia/video/7247470871378513157;are you nut ajar bahasa inggris bahasa inggris bahasa inggris mudah bahasa inggris emu lish media ajar bahasa inggris bahasa inggris bahasa inggris mudah bahasa inggris emu lish media;869600;6900000;1255;15.95;1;11500;218218
172;Tiktok;Belajar IT;"Pemula harus tau cara main tiktok yang benar 
#belajarbareng #kontenedukasi #edukasitiktok";belajarbareng,kontenedukasi,edukasitiktok;https://www.tiktok.com/@teh.bibih.smartclass/video/7582139678124608786;emu main tik tok ajar bareng konten edukasi edukasi tik tok ajar bareng konten edukasi edukasi tik tok;1372;13800;617;21.09;1;602;319
173;Tiktok;Belajar IT;"with all due respect
مع كامل احترامي
#تحدث_الانجليزية_بطلاقة #تحدث_الإنجليزية #تحدث #تعلم_اللغة_الإنجليزية #تعلم #انجليزي_مبسط #انجليزي_للمبتدئين #انجليزي #phrasalverbs #phrases #prepositionsinenglish #prepositions #englishwords #vocabulary #grammar #learnenglish #english #speakingenglish #speaking #speakenglish #abc #fluencystartshere";تحدث_الانجليزية_بطلاقة,تحدث_الإنجليزية,تحدث,تعلم_اللغة_الإنجليزية,تعلم,انجليزي_مبسط,انجليزي_للمبتدئين,انجليزي,phrasalverbs,phrases,prepositionsinenglish,prepositions,englishwords,vocabulary,grammar,learnenglish,english,speakingenglish,speaking,speakenglish,abc,fluencystartshere;https://www.tiktok.com/@abc.english.language/video/7489119116565974280;with all due respect phrasal verb phrase preposition sine lish preposition lish word vocabulary grammar learn lish lish speaking lish speaking speak lish fluency start sher phrasal verb phrase preposition sine lish preposition lish word vocabulary grammar learn lish lish speaking lish speaking speak lish fluency start sher;542;9825;7;8.71;0;113;194
174;Tiktok;Belajar IT;"Siapa nih yang mengalami kesusahan belajar ? Gaada gunanya kamu ngeluh terus kesusahan belajar. Nahh berikut cara belajar yang efektif dan efisien yang bisa kalian terapkan..

Bukan salah kita kog, kalo kita jadi lebih susah paham pelajaran. Emang metode nya yang berubah. Jadi harus pandai pandai beradaptasi dengan kurikulum terbaru

Untuk info lebih lanjut, hubungi CP:
085784054898 (Al)

#bimbel #bimbelonline #tutorone #tutor #mahasiswa #pendidikan #les #lesprivate #belajar #belajarmudah #cerdas #terampil";bimbel,bimbelonline,tutorone,tutor,mahasiswa,pendidikan,les,lesprivate,belajar,belajarmudah,cerdas,terampil;https://www.tiktok.com/@tutorone1/video/7241558489556929798;nih meng alami kes usaha ajar geluh kes usaha ajar berik ajar efektif efisien terap salah susah paham pel ajar emang metode beru bah pandai pandai bera dap tas kurikulum ter info hubung imbe imbe line tutor one tutor mahasiswa pend ikan les les private ajar ajar mudah cerdas terampil imbe imbe line tutor one tutor mahasiswa pend ikan les les private ajar ajar mudah cerdas terampil;30;503;0;6.56;0;2;1
175;Tiktok;Belajar IT;#mindset #programming #programmer #coding #fyp #fypシ #foryoupage #xyzbca #zyxcba #career #engineering #computerscience #informationtechnology #foru #xyzcba #bsit #bscs #html #motivation;mindset,programming,programmer,coding,fyp,fypシ,foryoupage,xyzbca,zyxcba,career,engineering,computerscience,informationtechnology,foru,xyzcba,bsit,bscs,html,motivation;https://www.tiktok.com/@shajane08/video/7251149462268022021;mind set programming programmer coding for youp age career engineering computer science information technology for sit html motivation mind set programming programmer coding for youp age career engineering computer science information technology for sit html motivation;404600;3200000;1086;15.59;1;26500;66545
176;Tiktok;Belajar IT;#fyppppppppppppppppppppppp ##fyp #fypシ #kelassatu #kataberawalan #anaksd #anakhebat #anakindonesia #belajar;fyppppppppppppppppppppppp,fyp,fypシ,kelassatu,kataberawalan,anaksd,anakhebat,anakindonesia,belajar;https://www.tiktok.com/@paraditacandradewi/video/7480768533102693639;kelas bera lan anak anak hebat anak indonesia ajar kelas bera lan anak anak hebat anak indonesia ajar;33600;5300000;6323;0.86;0;1522;4125
177;Tiktok;Belajar IT;Dijelasin lengkap nih sama abang @fuaditrockz..Gimana guys komentar kalian?? #fypシ #fyp #belajarcoding #belajar #coding #programming #anakIT #kuliahkomputer #mahasiswaIT;fypシ,fyp,belajarcoding,belajar,coding,programming,anakit,kuliahkomputer,mahasiswait;https://www.tiktok.com/@primakara.univ/video/7119683269141990682;lengkap nih abang fuad rock gim ana guy komentar belajarcoding ajar coding programming anakit kuliah komputer mahasiswait belajarcoding ajar coding programming anakit kuliah komputer mahasiswait;69;2074;1;4.39;0;0;21
178;Tiktok;Belajar IT;Aujourd’hui, je t’apprends à coder en python en commençant par t’initier au type de données. LA BASE. #python #data #foryou #pourtoi;python,data,foryou,pourtoi;https://www.tiktok.com/@izzyrobot/video/7526327777440714006;urd apprend coder python men ant par tier type don base python data for you pour toi python data for you pour toi;3646;56500;21;9.07;0;160;1299
179;Tiktok;Belajar IT;Tutorial Excel _ Membuat Nomor Urut Tanpa Ribet #excel #tutorial #mengetikcepat #tiktok #CapCut;excel,tutorial,mengetikcepat,tiktok,capcut;https://www.tiktok.com/@belajar.it4/video/7500421078272068870;tutorial excel mem nomor urut ribe excel tutorial menget cepat tik tok cap cut excel tutorial menget cepat tik tok cap cut;27;688;0;5.38;0;1;9
180;Tiktok;Belajar IT;jurusan apa lagi ya? #fypシ #jurusankuliah #teknikinformatika #fyp #computerscience;fypシ,jurusankuliah,teknikinformatika,fyp,computerscience;https://www.tiktok.com/@nandawithtech/video/7550317334641134904;jurus jurus kuliah teknikinformatika computer science jurus kuliah teknikinformatika computer science;5149;124900;131;5.54;0;520;1123
181;Tiktok;Belajar IT;don't give up on coding, keep learning #codingtiktok #learncoding #developerlife #programminglife;codingtiktok,learncoding,developerlife,programminglife;https://www.tiktok.com/@pixeldevp/video/7563735492651502860;don give coding keep learning coding tik tok learn coding developer life programming life coding tik tok learn coding developer life programming life;176100;1400000;569;14.79;1;7412;23045
182;Tiktok;Belajar IT;"Empieza a programar en Python desde CERO – Día 1 de 13 

Hoy comenzamos una serie de 13 videos para que aprendas #Python desde cero.
En este primer día verás cómo imprimir tu primer mensaje con print() y qué son las #variables en #programacion.
Todo explicado paso a paso mientras picamos el código juntos.
 Mañana: operadores aritméticos, comparativos y lógicos.
Guarda este video si estás empezando 
#aprenderprogramacion#AprenderPython #codigo#HelloWorld #Variables #Python";aprenderprogramacion,aprenderpython,codigo,helloworld,variables,python;https://www.tiktok.com/@deepcodeia/video/7509878724309929238;pie programa python cero hoy come seri video renda python cero primer imp rim primer mensa con print son las variable programa cion tod plica pas pas mien tras pica dig junto ana opera dor arit tic cos guard video zan prender programa cion prender python cod hello world variable python prender programa cion prender python cod hello world variable python;59000;731000;460;11.79;1;3292;23449
183;Tiktok;Belajar IT;Murid TK Mutiara Belajar IT melalui Laptop;;https://www.tiktok.com/@tkmutiaratambaksari/video/7439698666383772984;murid mutiara ajar mela laptop;17;670;5;3.58;0;1;1
184;Tiktok;Belajar IT;"Apa Itu Ilmu Komputer?

Ilmu Komputer adalah jurusan yang mempelajari cara kerja komputer dan sistem digital, dari dasar logika, algoritma, hingga pengembangan perangkat lunak dan kecerdasan buatan.
Bukan cuma ngoding—tapi juga paham konsep di balik teknologi!

✅ Manfaat Kuliah Ilmu Komputer
Jadi problem solver digital
Bisa bikin aplikasi, AI, game, website, dan sistem keamanan
Cocok buat kamu yang suka logika, teknologi, dan tantangan

 Peluang Kerja
‍ Software Developer
 AI/Machine Learning Engineer
 Cybersecurity Analyst
 Mobile App Developer
 Data Scientist
 Tech Entrepreneur

#IlmuKomputer #ComputerScience #Ngoding
#AnakIT #KuliahIT #JurusanTeknologi

‍";ilmukomputer,computerscience,ngoding,anakit,kuliahit,jurusanteknologi;https://www.tiktok.com/@ilmusekejap/video/7517823951142243589;ilmu komputer ilmu komputer jurus mem pel ajar kerja komputer sistem digital dasar logika algoritma pen gem bangan perangkat lunak kecer dasa coding paham konsep teknologi manfaat kuliah ilmu komputer problem solver digital aplikasi game web site sistem kea cocok suka logika teknologi tantang peluang kerja software developer machine learning engineer cyber security analyst mobile developer data scientist tech entrepreneur ilmu komputer computer science coding anakit kuliah jurus antek nolo ilmu komputer computer science coding anakit kuliah jurus antek nolo;7084;135200;35;6.46;0;201;1410
185;Tiktok;Belajar IT;"Belajar Berhitung 1-10 bersama Bumbum. Yuk cari tau video linnya di channel Cerita Bumbum.

#belajarberhitung #belajarangka #videoeduksianak #idebermainanak #belajar123";belajarberhitung,belajarangka,videoeduksianak,idebermainanak,belajar123;https://www.tiktok.com/@ceritabumbum/video/7283743230586391814;ajar ber hitung ber bumbu yuk cari video linn channel cerita bumbu ajar ber hitung ajar angka video duk sian ide berma ina nak ajar ajar ber hitung ajar angka video duk sian ide berma ina nak ajar;5207;760600;1329;1.12;0;420;1545
186;Tiktok;Belajar IT;"Learn Python in 1 hour!  #coding #programming #python                      (00:00:00) intro to python  
(00:05:21) variables ✅ (00:09:51) arithmetic 
(00:15:03) typecasting 
(00:20:10) user input ⌨
(00:24:45) if statements 
(00:32:55) logical operators 
(00:40:24) while loops ♾
(00:45:05) for loops 
(00:48:28) countdown timer 
(00:50:14) lists, tuples, sets";coding,programming,python;https://www.tiktok.com/@truebrocode/video/7535139262744792350;learn python hour coding programming python intro python variable arithmetic typecast ing user input statement logical operator while loop for loop count down timer list tup les set coding programming python;32100;330800;241;16.18;1;2980;18186
187;Tiktok;Belajar IT;"️✨¿Qué es el software?

En este video te voy a explicar qué es el software y por qué es tan importante para tu computadora. Si alguna vez te has preguntado cómo funcionan tus aplicaciones favoritas o cómo puedes mejorar el rendimiento de tu PC, ¡este video es para ti! ️

 Software es el conjunto de programas y aplicaciones que hacen que tu computadora funcione correctamente. Sin software, tu hardware sería solo una caja vacía. 

 Imagina poder optimizar tus herramientas digitales para que tu experiencia sea más fluida y eficiente. En este video te enseñaré todo lo que necesitas saber para comprender y manejar el software como un experto.

 Aprende sobre los diferentes tipos de software, desde sistemas operativos hasta aplicaciones especializadas, y descubre cómo cada uno juega un papel crucial en el rendimiento de tu PC. ¡No te pierdas estos tips y trucos que harán que tu computadora funcione de maravilla! 

 Este es el primer paso para convertirte en un verdadero conocedor de la tecnología. ¡Vamos a explorar juntos! 

#software #queessoftware #queeselsoftware #componentesdepc #pcgamer #computacion #informatica #blutec";software,queessoftware,queeselsoftware,componentesdepc,pcgamer,computacion,informatica,blutec;https://www.tiktok.com/@bluetec_pc/video/7371990942389144838;software video plica software tan important ompu tad ora has regu tad fun cion tus plica cion favorit rend imi video software con junto programa plica cion ompu tad ora fun cion correct ament sin software hardware ser solo magi pod opt imi zar tus her ramie tas digital peri sea fluida video ense tod neces saber prender mane jar software expert rend sob los rente tip software sistem opera hasta plica cion especial zad cub cad pape crucial rend imi pier das tos tips cos ompu tad ora fun cion mara villa primer pas convert verd ade con dor tec nolo lora junto software ess oft ware els oft ware component game ompu taci inform ati lute software ess oft ware els oft ware component game ompu taci inform ati lute;1679;80700;45;2.75;0;146;350
188;Tiktok;Belajar IT;Aura of IT (part 3) Motion Designer, Robotics Software Engineer, Ethical Hacker, 3D Designer, Blockchain Developer #codingtiktok #developerlife #softwaredevelopment #informationtechnology;codingtiktok,developerlife,softwaredevelopment,informationtechnology;https://www.tiktok.com/@pixeldevp/video/7580007181878037772;aura part motion designer robot software engineer ethical hacker designer block chain developer coding tik tok developer life software development information technology coding tik tok developer life software development information technology;14700;162700;56;10.78;0;439;2342
189;Tiktok;Belajar IT;Aprendiendo Python desde 0  #aprendizaje #python #programacion;aprendizaje,python,programacion;https://www.tiktok.com/@yuli_learning/video/7514481811955698949;rend python rend python programa cion rend python programa cion;7844;66300;41;17.51;1;350;3374
190;Tiktok;Belajar IT;modo jackson #bloodstrike #bloodstrikeclips #bloodstrikelatam #embajadorbloodstrike;bloodstrike,bloodstrikeclips,bloodstrikelatam,embajadorbloodstrike;https://www.tiktok.com/@garci_cjg/video/7574205708690787596;jack son blood strike blood strike clips blood strike latam baja dor blood strike blood strike blood strike clips blood strike latam baja dor blood strike;78300;1700000;1773;5.19;0;2486;5711
191;Tiktok;Belajar IT;"Belajar huruf alfabet dengan lagu

#lagualfabet 
#laguhuruf 
#laguabc 
#serunyamembaca 
#belajarmembaca 
#mengenalhuruf 
#hurufalfabet 
#membacaabc 
#abc 
#laguanak
#laguanakanak
#laguanakindonesia
#laguanakpaud
#laguanaktk
#lagupaud
#paud
#paudindonesia 
#tamankanakkanak 
#tamankanakkanak 
#lagubelajar 
#belajarabc 
#anakpintar
#anaksholih
#anaksholihah
#anaksholeh 
#anaksholehah 
#anaksholehsholehah 
#anakcerdas
#anakhebat
#anakkreatif
#anaksekolah 
#mengejahuruf 
#kidsactivities 
#kidsactivity 
#kids 
#kidsoftiktok 
#fyp 
#fypage 
#fyppppppppppppppppppppppp 
#fypシ゚";lagualfabet,laguhuruf,laguabc,serunyamembaca,belajarmembaca,mengenalhuruf,hurufalfabet,membacaabc,abc,laguanak,laguanakanak,laguanakindonesia,laguanakpaud,laguanaktk,lagupaud,paud,paudindonesia,tamankanakkanak,tamankanakkanak,lagubelajar,belajarabc,anakpintar,anaksholih,anaksholihah,anaksholeh,anaksholehah,anaksholehsholehah,anakcerdas,anakhebat,anakkreatif,anaksekolah,mengejahuruf,kidsactivities,kidsactivity,kids,kidsoftiktok,fyp,fypage,fyppppppppppppppppppppppp,fypシ゚;https://www.tiktok.com/@lagubelajar/video/7489825795859385618;ajar huruf alfabet lagu lagu alfabet lagu huruf lagu serun yam baca ajar mem baca meng huruf huruf alfabet mem baca lagu anak lagu anak anak lagu anak indonesia lagu anak pau lagu anak lagu pau pau pau din done sia taman kana kana taman kana kana lagu ajar ajar anak pintar anak sho anak sho hah anak shole anak shole hah anak shole shole hah anak cerdas anak hebat anak kreatif anak sekolah meng eja huruf sac sac soft tok page lagu alfabet lagu huruf lagu serun yam baca ajar mem baca meng huruf huruf alfabet mem baca lagu anak lagu anak anak lagu anak indonesia lagu anak pau lagu anak lagu pau pau pau din done sia taman kana kana taman kana kana lagu ajar ajar anak pintar anak sho anak sho hah anak shole anak shole hah anak shole shole hah anak cerdas anak hebat anak kreatif anak sekolah meng eja huruf sac sac soft tok page;2525;477400;615;0.84;0;254;607
192;Tiktok;Belajar IT;"Python para principiantes, programa básico
#foryoupage #python #fyp #dev #";foryoupage,python,fyp,dev;https://www.tiktok.com/@cosas_de_code/video/7524748524962008326;python principiant programa sic for youp age python dev for youp age python dev;37800;516100;299;10.39;0;1806;13713
193;Tiktok;Belajar IT;"Run, run, run, future IT
#informationtechnology";;https://www.tiktok.com/@itz_kayl39/video/7358301800346193169;run run run future information technology;107600;1100000;631;12.21;1;11600;14435
194;Tiktok;Belajar IT;"Inicia tu carrera en IT y redes con este curso #gratuito de Cisco.  
El link está en los comentarios y anclado en mi IG también 

#CursoGratis #Cisco #redescisco  #redes #it #techtok #network #developer #freecourses #cisconetworking #curso #cursoonline #gratuito #code #beca";gratuito,CursoGratis,Cisco,redescisco,redes,it,techtok,network,developer,freecourses,cisconetworking,curso,cursoonline,gratuito,code,beca;https://www.tiktok.com/@didi.devs/video/7491460135827574024;carr era rede con cur grat uit cisco link los come tari clad tambi cur sog rat cisco rede cisco rede tech tok network developer free course cisco network ing cur cur soon line grat uit code grat uit cur sog rat cisco rede cisco rede tech tok network developer free course cisco network ing cur cur soon line grat uit code;17700;256600;3208;13.56;1;3634;10263
195;Tiktok;Belajar IT;#percayaproses #percayaproses #belajarterus #terusbelajar #belajar #motivasi #reminder #butuhproses #maubelajar #quote #quotes #quotesaesthetic #pengingatdir #byhandini;percayaproses,percayaproses,belajarterus,terusbelajar,belajar,motivasi,reminder,butuhproses,maubelajar,quote,quotes,quotesaesthetic,pengingatdir,byhandini;https://www.tiktok.com/@handini_atmodiwiryo/video/7319862422813363462;percaya proses percaya proses ajar ajar ajar motivasi reminder butuh proses ajar quote quote quote thetic pengin gat byhand percaya proses percaya proses ajar ajar ajar motivasi reminder butuh proses ajar quote quote quote thetic pengin gat byhand;29;2264;0;2.25;0;16;6
196;Tiktok;Belajar IT;#CapCut #edit #rasberrypi #programming #Tech @EferTechTok @⃝⧵ @/home/ferre @R0GUΞRΛ1DΞR @WeLoveFiveService @K1 @Raspberry Pi Some Clips are not from me!!!                              A Raspberry Pi is a small, cheap computer for coding, learning, and experimenting.                        Python and c++ or c/Sharp are Programming lauguwich language used daily and is very popular many games run on C.        An Arduino is a small microcontroller used to control, program, and build electronic projects — great for beginners.;capcut,edit,rasberrypi,programming,tech;https://www.tiktok.com/@aligamm_/video/7566990655868783894;cap cut edit ras berry programming tech tech tok home love fives vice raspberry some clips are not from raspberry small cheap computer for coding learning and experiment ing python and sharp are programming language used daily and very popular many game run ardu small micro controller used control program and build electronic project great for beginner cap cut edit ras berry programming tech;11000;147000;243;10.21;0;1194;2571
197;Tiktok;Belajar IT;"Python öğrenme 
#developpementpersonnel #developer #pythonprogramming #programming #software #data #datascience #coding #fromsoftware #hackers #anonymous #mrrobot #terminal #kalilinux #windows";developpementpersonnel,developer,pythonprogramming,programming,software,data,datascience,coding,fromsoftware,hackers,anonymous,mrrobot,terminal,kalilinux,windows;https://www.tiktok.com/@python.os/video/7496942903101623559;python develop eme personnel developer python programming programming software data data science coding from software hacker anonymous robot terminal kali linux windows develop eme personnel developer python programming programming software data data science coding from software hacker anonymous robot terminal kali linux windows;20100;292700;227;9.12;0;1058;5301
198;Tiktok;Belajar IT;"Bahasa inggris ucapan selamat

#art #fyp #belajar #bahasainggris";art,fyp,belajar,bahasainggris;https://www.tiktok.com/@fitryrahayuning89/video/7447752346882428165;bahasa inggris selamat art ajar bahasa inggris art ajar bahasa inggris;2052;263700;247;1.25;0;410;593
199;Tiktok;Belajar IT;¿Cómo empezar en el mundo de la programación? Te lo explico en 3 simples pasos  #aprender #programacion conmigo #java  #programador #python;aprender,programacion,java,programador,python;https://www.tiktok.com/@rubdashen/video/7548979630565379346;zar mund programa simple pas prender programa cion con mig java programa dor python prender programa cion java programa dor python;18100;125900;71;17.93;1;440;3966
200;Tiktok;Belajar IT;#bukuanak #membacabuku #bukumurah #bukulancarmembaca #membaca #bukumembaca #buku60jampintarmbacatanpadieja;bukuanak,membacabuku,bukumurah,bukulancarmembaca,membaca,bukumembaca,buku60jampintarmbacatanpadieja;https://www.tiktok.com/@belajarbersamahh/video/7516730252467375366;buku anak mem baca buku buku murah buku lancar mem baca mem baca buku mem baca buku jampi tar baca die buku anak mem baca buku buku murah buku lancar mem baca mem baca buku mem baca buku jampi tar baca die;5107;782200;401;0.91;0;620;979
201;Tiktok;Belajar IT;"✨ Maîtriser l’informatique bureautique, c’est investir dans son avenir !
Que tu sois élève, étudiant, professionnel ou même parent, nos formations t’ouvrent la porte vers plus de compétence, d’efficacité et d’opportunités. 
 Ne reste pas en retard face à la digitalisation, viens apprendre avec nous et transforme ton futur ! 
#Informatique #Bureautique #Formation #Digitalisation #Compétence @MONSIEUR TOMOTA @AMTECH @Sidibe Bintou518 @ayoubasoumounou @mohamedkant585 @officier  Bouba Ibrahim @Aïcha Maïga GPC";informatique,bureautique,formation,digitalisation,compétence;https://www.tiktok.com/@digitechequipements/video/7546282936912350520;tri ser inform ati bureau invest son aven dian profession parent formation rent port ers plus ten caci oppo tun rest pas retard face digitalis ati vie apprend ave nous transform ton futur inform ati bureau formation digitalis ati ten monsieur tom amt sidi bint ayo uba soum moha off uba ibra him cha inform ati bureau formation digitalis ati ten;6057;126800;91;5.56;0;257;640
202;Tiktok;Belajar IT;"@algorithmics_indonesia 
#foryoupage #coding #algorithmicsindonesia #algorithmicslampung #sekolahcoding #desain #scratch #programming #codingforkids #lampung #kursuscodinganak #kursuscodinglampung #python #visualprogramming";foryoupage,coding,algorithmicsindonesia,algorithmicslampung,sekolahcoding,desain,scratch,programming,codingforkids,lampung,kursuscodinganak,kursuscodinglampung,python,visualprogramming;https://www.tiktok.com/@jilianijipol/video/7461619277943082247;algorithmic indonesia for youp age coding algorithmic sindon algorithmic slamp sekolah coding desain scratch programming coding fork lampung kursus coding kursus coding lampung python visual programming for youp age coding algorithmic sindon algorithmic slamp sekolah coding desain scratch programming coding fork lampung kursus coding kursus coding lampung python visual programming;31;1254;1;3.11;0;5;2
203;Tiktok;Belajar IT;"Learn HTML in Minutes! Build Your First Website

#codinglife #learncoding #webdevelopment #codingforbeginners #webdesign #website #webdeveloper #coding #rootidn #programming #programmer";codinglife,learncoding,webdevelopment,codingforbeginners,webdesign,website,webdeveloper,coding,rootidn,programming,programmer;https://www.tiktok.com/@root.idn/video/7501118827392929079;learn html mute build your first web site coding life learn coding web development coding forb ginners web design web site web developer coding root programming programmer coding life learn coding web development coding forb ginners web design web site web developer coding root programming programmer;2228;72200;33;4.69;0;256;867
204;Tiktok;Belajar IT;Less less dalam bahasa inggris #belajarbahasainggris #SerunyaBelajar #semuabisainggris #TikTokGuru;belajarbahasainggris,serunyabelajar,semuabisainggris,tiktokguru;https://www.tiktok.com/@mr.habibz/video/7300477252272229638;less less bahasa inggris ajar bahasa inggris serun ajar bisai gris tik tok guru ajar bahasa inggris serun ajar bisai gris tik tok guru;430000;12100000;21500;4.98;0;23800;127868
205;Tiktok;Belajar IT;"Di video Kelas Pakar kali ini, dr. Tirta bilang bahwa bodoh itu gapapa, yang penting mau belajar!

Tonton selengkapnya di kanal YouTube MALAKA.

#MALAKA #KelasPakar #drTirta";malaka,kelaspakar,drtirta;https://www.tiktok.com/@malakaproject.id/video/7493485356713561399;video kelas pakar kali tirta bilang bodoh gapa ajar tonton sele kap kanal you tube malaka malaka kelas pakar tirta malaka kelas pakar tirta;92100;883300;312;13.18;1;8197;15826
